"card_present_flag","account","txn_description","first_name","balance","date","gender","age","merchant_suburb","merchant_state","amount","customer_id","Tstamp"
"0","ACC-182446574","SALES-POS","Tonya",8805.89,2018-10-24,"F",27,"Gloucester","NSW",8.89,"CUS-3026014945",2018-10-24 23:41:49
"1","ACC-958000567","POS","Sandra",10175.16,2018-10-25,"F",34,"Shoal Bay","NT",60.62,"CUS-4142663097",2018-10-25 00:09:31
"1","ACC-3827517394","POS","Craig",47537.31,2018-10-25,"M",28,"Naremburn","NSW",16.84,"CUS-2663907001",2018-10-25 00:57:08
"1","ACC-964839203","POS","Michael",41132.46,2018-10-25,"M",21,"Geelong","VIC",24.93,"CUS-2059096722",2018-10-25 01:24:06
"0","ACC-602667573","SALES-POS","Michael",21920.49,2018-10-25,"M",40,"Katoomba","NSW",13.99,"CUS-2031327464",2018-10-25 01:49:44
"1","ACC-3481401842","POS","Tiffany",8110.9,2018-10-25,"F",25,"Westminster","WA",5.37,"CUS-1669695324",2018-10-25 04:13:32
"1","ACC-2231965366","POS","Linda",24906.21,2018-10-25,"F",35,"Hamilton","VIC",6.81,"CUS-2155701614",2018-10-25 04:45:48
"1","ACC-847145727","SALES-POS","Michael",63322.53,2018-10-25,"M",19,"Wembley","WA",46.33,"CUS-1609060617",2018-10-25 06:42:13
"1","ACC-602667573","SALES-POS","Michael",21894.61,2018-10-25,"M",40,"Margaret River","WA",25.88,"CUS-2031327464",2018-10-25 07:44:12
"1","ACC-3481401842","SALES-POS","Tiffany",8032.82,2018-10-25,"F",25,"Bunbury","WA",32.08,"CUS-1669695324",2018-10-25 08:05:20
"1","ACC-1199531521","SALES-POS","Billy",17650.85,2018-10-25,"M",52,"Hamilton Hill","WA",6.78,"CUS-134833760",2018-10-25 08:12:58
"1","ACC-3481401842","SALES-POS","Tiffany",8015.01,2018-10-25,"F",25,"Perth","WA",17.81,"CUS-1669695324",2018-10-25 08:20:36
"0","ACC-2153562714","POS","Linda",9651.36,2018-10-25,"F",24,"York","WA",10.41,"CUS-423725039",2018-10-25 08:28:14
"1","ACC-2153562714","POS","Linda",9637.42,2018-10-25,"F",24,"Scarborough","WA",13.94,"CUS-423725039",2018-10-25 08:35:52
"1","ACC-3879258709","POS","Natasha",205420.86,2018-10-25,"F",40,"Surry Hills","NSW",30.43,"CUS-527400765",2018-10-25 08:43:30
"1","ACC-182446574","SALES-POS","Tonya",8784.53,2018-10-25,"F",27,"Applecross","WA",21.36,"CUS-3026014945",2018-10-25 08:51:08
"1","ACC-2650850707","SALES-POS","Brian",117629.01,2018-10-25,"M",42,"Gracemere","QLD",68.44,"CUS-2819545904",2018-10-25 08:58:46
"0","ACC-1199531521","POS","Billy",17201.88,2018-10-25,"M",52,"Camberwell","VIC",448.97,"CUS-134833760",2018-10-25 09:03:55
"1","ACC-3741880913","POS","Ashley",11292.18,2018-10-25,"F",25,"Newman","WA",21.79,"CUS-1220154422",2018-10-25 09:08:35
"1","ACC-2153562714","POS","Linda",9628.3,2018-10-25,"F",24,"Gloucester","NSW",9.12,"CUS-423725039",2018-10-25 09:13:16
"1","ACC-2153562714","SALES-POS","Linda",9608.34,2018-10-25,"F",24,"Munster","WA",19.96,"CUS-423725039",2018-10-25 09:17:56
"1","ACC-53508546","POS","Kimberly",6464.64,2018-10-25,"F",35,"Sydney","NSW",60.4,"CUS-72755508",2018-10-25 09:22:37
"1","ACC-958000567","SALES-POS","Sandra",10163.72,2018-10-25,"F",34,"Ramingining","NT",11.44,"CUS-4142663097",2018-10-25 09:27:17
"1","ACC-2681137560","POS","Nathaniel",13647.79,2018-10-25,"M",31,"Sydney","NSW",39.52,"CUS-2083971310",2018-10-25 09:31:57
"1","ACC-3879258709","SALES-POS","Natasha",205383.29,2018-10-25,"F",40,"Heidelberg","VIC",37.57,"CUS-527400765",2018-10-25 09:36:38
"1","ACC-354106658","SALES-POS","Christine",23598.76,2018-10-25,"F",39,"Newtown","NSW",16.36,"CUS-2376382098",2018-10-25 09:41:18
"1","ACC-2890243754","POS","Joseph",1963.34,2018-10-25,"M",37,"Southport","QLD",19.55,"CUS-2695611575",2018-10-25 09:45:58
"1","ACC-2650850707","SALES-POS","Brian",117373.11,2018-10-25,"M",42,"Melbourne","VIC",255.9,"CUS-2819545904",2018-10-25 09:50:39
"1","ACC-3536132544","POS","Heather",8425.84,2018-10-25,"F",41,"Malvern","VIC",26.3,"CUS-2348881191",2018-10-25 09:55:19
"1","ACC-2890243754","SALES-POS","Joseph",1951.52,2018-10-25,"M",37,"Biggera Waters","QLD",11.82,"CUS-2695611575",2018-10-25 09:59:59
"1","ACC-3481401842","SALES-POS","Tiffany",8007.81,2018-10-25,"F",25,"Crawley","WA",7.2,"CUS-1669695324",2018-10-25 10:15:52
"1","ACC-847145727","SALES-POS","Michael",63278.61,2018-10-25,"M",19,"Spearwood","WA",43.92,"CUS-1609060617",2018-10-25 10:31:44
"1","ACC-182446574","POS","Tonya",8763.89,2018-10-25,"F",27,"Bassendean","WA",20.64,"CUS-3026014945",2018-10-25 10:47:37
"1","ACC-1973887809","SALES-POS","Antonio",8534.31,2018-10-25,"M",26,"Wa","WA",66.85,"CUS-1646621553",2018-10-25 11:02:08
"0","ACC-2681137560","SALES-POS","Nathaniel",13581.04,2018-10-25,"M",31,"Coogee","NSW",66.75,"CUS-2083971310",2018-10-25 11:11:50
"1","ACC-3827517394","SALES-POS","Craig",47519.22,2018-10-25,"M",28,"Epping","NSW",18.09,"CUS-2663907001",2018-10-25 11:21:33
"1","ACC-3536132544","POS","Heather",8374.19,2018-10-25,"F",41,"Box Hill South","VIC",51.65,"CUS-2348881191",2018-10-25 11:31:15
"1","ACC-2970114956","POS","Robert",10992.89,2018-10-25,"M",26,"Glen Waverley","VIC",15.9,"CUS-880898248",2018-10-25 11:40:58
"0","ACC-240804743","SALES-POS","Kenneth",20692.39,2018-10-25,"M",29,"Somerville","WA",6.11,"CUS-261674136",2018-10-25 11:50:40
"1","ACC-182446574","POS","Tonya",8749.95,2018-10-25,"F",27,"Mirrabooka","WA",13.94,"CUS-3026014945",2018-10-25 12:00:47
"1","ACC-1349834573","SALES-POS","Matthew",18568.48,2018-10-25,"M",39,"Kew","VIC",38.28,"CUS-1790886359",2018-10-25 12:20:47
"1","ACC-1516130869","POS","Jessica",2991.89,2018-10-25,"F",21,"Bakewell","NT",9.68,"CUS-325142416",2018-10-25 12:40:47
"1","ACC-1598451071","POS","Diana",1957.65,2018-10-25,"F",26,"Beaudesert","QLD",9.13,"CUS-2487424745",2018-10-25 13:00:49
"0","ACC-2890243754","POS","Joseph",1934.21,2018-10-25,"M",37,"West Melbourne","VIC",17.31,"CUS-2695611575",2018-10-25 13:21:39
"1","ACC-3954677887","POS","Ruth",8863.27,2018-10-25,"F",47,"Clarkson","WA",27,"CUS-3716701010",2018-10-25 13:42:29
"0","ACC-1598451071","SALES-POS","Diana",1950.2,2018-10-25,"F",26,"Labrador","QLD",7.45,"CUS-2487424745",2018-10-25 14:01:47
"0","ACC-2890243754","SALES-POS","Joseph",1907.38,2018-10-25,"M",37,"Pyrmont","NSW",26.83,"CUS-2695611575",2018-10-25 14:13:02
"1","ACC-1598451071","POS","Diana",1924.32,2018-10-25,"F",26,"Peak Crossing","QLD",25.88,"CUS-2487424745",2018-10-25 14:24:16
"1","ACC-53508546","SALES-POS","Kimberly",6437.75,2018-10-25,"F",35,"Chatswood","NSW",26.89,"CUS-72755508",2018-10-25 14:35:30
"1","ACC-38923874","POS","Ryan",43324.36,2018-10-25,"M",38,"Saint Clair","NSW",20.6,"CUS-3249305314",2018-10-25 14:46:44
"1","ACC-3741880913","POS","Ashley",11208.24,2018-10-25,"F",25,"Braemar","NSW",83.94,"CUS-1220154422",2018-10-25 14:57:58
"0","ACC-182446574","SALES-POS","Tonya",8741.63,2018-10-25,"F",27,"Trigg","WA",8.32,"CUS-3026014945",2018-10-25 15:05:59
"1","ACC-958000567","POS","Sandra",9682.72,2018-10-25,"F",34,"Coconut Grove","NT",481,"CUS-4142663097",2018-10-25 15:13:17
"1","ACC-354106658","POS","Christine",23558.38,2018-10-25,"F",39,"Kadina","SA",40.38,"CUS-2376382098",2018-10-25 15:20:35
"1","ACC-3827517394","POS","Craig",47491,2018-10-25,"M",28,"Leonay","NSW",28.22,"CUS-2663907001",2018-10-25 15:27:52
"1","ACC-2890243754","SALES-POS","Joseph",1894.44,2018-10-25,"M",37,"Surfers Paradise","QLD",12.94,"CUS-2695611575",2018-10-25 15:35:10
"1","ACC-3233697971","POS","Robin",14203.64,2018-10-25,"F",34,"Penrith","NSW",38.07,"CUS-1147642491",2018-10-25 15:42:28
"1","ACC-2528867619","SALES-POS","Abigail",19317.35,2018-10-25,"F",40,"Nowra","NSW",22.7,"CUS-2505971401",2018-10-25 15:49:46
"1","ACC-2231965366","POS","Linda",24815.53,2018-10-25,"F",35,"Adelaide","SA",57.68,"CUS-2155701614",2018-10-25 15:57:04
"1","ACC-1199531521","POS","Billy",17183.08,2018-10-25,"M",52,"York","WA",18.8,"CUS-134833760",2018-10-25 16:11:19
"1","ACC-1443681913","SALES-POS","Ryan",5215.9,2018-10-25,"M",31,"Chatswood","NSW",12.76,"CUS-3129499595",2018-10-25 16:30:11
"1","ACC-37709441","POS","Charles",20138.53,2018-10-25,"M",18,"Broadbeach Waters","QLD",12.28,"CUS-3336454548",2018-10-25 16:49:03
"1","ACC-4258502723","POS","Kimberly",4733.21,2018-10-25,"F",24,"Maribyrnong","VIC",1248.09,"CUS-3378712515",2018-10-25 17:05:23
"0","ACC-1799207998","POS","Susan",10605.96,2018-10-25,"F",20,"West Pennant Hills","NSW",16.49,"CUS-164374203",2018-10-25 17:18:12
"1","ACC-1037050564","POS","Rhonda",5278.83,2018-10-25,"F",40,"Harlaxton","QLD",16.65,"CUS-1614226872",2018-10-25 17:31:01
"1","ACC-1199531521","SALES-POS","Billy",17155.86,2018-10-25,"M",52,"Armadale","WA",27.22,"CUS-134833760",2018-10-25 17:43:50
"1","ACC-3941181087","SALES-POS","Paul",14371.91,2018-10-25,"M",25,"Secret Harbour","WA",38.18,"CUS-3989008654",2018-10-25 17:56:39
"0","ACC-1890605467","SALES-POS","Alexander",22213.77,2018-10-25,"M",38,"Sunbury","VIC",37.98,"CUS-1478398256",2018-10-25 18:18:58
"1","ACC-1903037542","POS","Jeffrey",5653.4,2018-10-25,"M",30,"Indooroopilly","QLD",21.18,"CUS-860700529",2018-10-25 18:44:36
"1","ACC-53508546","SALES-POS","Kimberly",7137.09,2018-10-25,"F",35,"Wollongong","NSW",25.98,"CUS-72755508",2018-10-25 19:04:20
"1","ACC-1799207998","POS","Susan",10584.54,2018-10-25,"F",20,"Hillsdale","NSW",21.42,"CUS-164374203",2018-10-25 19:15:13
"1","ACC-1799207998","POS","Susan",10577.05,2018-10-25,"F",20,"North Sydney","NSW",7.49,"CUS-164374203",2018-10-25 19:26:05
"1","ACC-1344825761","POS","Sarah",24511.41,2018-10-25,"F",46,"Chippendale","NSW",39.89,"CUS-1499065773",2018-10-25 19:36:57
"1","ACC-2890243754","SALES-POS","Joseph",1889.95,2018-10-25,"M",37,"Southport","QLD",4.49,"CUS-2695611575",2018-10-25 19:47:49
"1","ACC-1037050564","POS","Rhonda",5237.87,2018-10-25,"F",40,"Kenmore","QLD",40.96,"CUS-1614226872",2018-10-25 19:58:41
"1","ACC-2249586092","SALES-POS","Edward",12248.12,2018-10-25,"M",19,"Ellenbrook","WA",43.89,"CUS-443776336",2018-10-25 20:22:33
"0","ACC-3941181087","SALES-POS","Paul",14347.9,2018-10-25,"M",25,"Secret Harbour","WA",24.01,"CUS-3989008654",2018-10-25 20:48:12
"1","ACC-2970114956","SALES-POS","Robert",12407.59,2018-10-25,"M",26,"Southbank","VIC",19.28,"CUS-880898248",2018-10-25 21:08:18
"1","ACC-182446574","POS","Tonya",8733.6,2018-10-25,"F",27,"Trigg","WA",8.03,"CUS-3026014945",2018-10-25 21:23:41
"1","ACC-1037050564","POS","Rhonda",5186.96,2018-10-25,"F",40,"South Brisbane","QLD",50.91,"CUS-1614226872",2018-10-25 21:39:04
"1","ACC-1516130869","SALES-POS","Jessica",2977.9,2018-10-25,"F",21,"Coconut Grove","NT",13.99,"CUS-325142416",2018-10-25 21:54:27
"1","ACC-3827517394","POS","Craig",47481.37,2018-10-25,"M",28,"Manly","NSW",9.63,"CUS-2663907001",2018-10-25 22:14:53
"0","ACC-1222300524","SALES-POS","Michael",2263.52,2018-10-25,"M",38,"Baulkham Hills","NSW",7.54,"CUS-2142601169",2018-10-25 22:38:08
"1","ACC-3100725361","POS","Ronald",4696.41,2018-10-25,"M",25,"Notting Hill","VIC",13.91,"CUS-2178051368",2018-10-25 23:01:29
"1","ACC-37709441","POS","Charles",20129.95,2018-10-25,"M",18,"Southport","QLD",8.58,"CUS-3336454548",2018-10-25 23:26:29
"1","ACC-3879258709","POS","Natasha",205177.72,2018-10-25,"F",40,"Sydney","NSW",143.57,"CUS-527400765",2018-10-25 23:51:29
"1","ACC-3100725361","SALES-POS","Ronald",4674.84,2018-10-26,"M",25,"Mareeba","QLD",21.57,"CUS-2178051368",2018-10-26 00:22:45
"0","ACC-1903037542","SALES-POS","Jeffrey",5643.32,2018-10-26,"M",30,"Toowoomba","QLD",10.08,"CUS-860700529",2018-10-26 00:57:14
"0","ACC-3879258709","POS","Natasha",205165.49,2018-10-26,"F",40,"Burwood East","VIC",12.23,"CUS-527400765",2018-10-26 01:26:17
"1","ACC-182446574","SALES-POS","Tonya",8720.82,2018-10-26,"F",27,"Broken Hill","NSW",12.78,"CUS-3026014945",2018-10-26 01:54:51
"1","ACC-38923874","SALES-POS","Ryan",43301.07,2018-10-26,"M",38,"Saint Ives","NSW",23.29,"CUS-3249305314",2018-10-26 02:24:07
"1","ACC-182446574","POS","Tonya",8713.16,2018-10-26,"F",27,"North Perth","WA",7.66,"CUS-3026014945",2018-10-26 02:53:31
"1","ACC-1037050564","POS","Rhonda",5172.93,2018-10-26,"F",40,"Indooroopilly","QLD",14.03,"CUS-1614226872",2018-10-26 04:05:08
"1","ACC-2528867619","POS","Abigail",19286.88,2018-10-26,"F",40,"Kent Town","SA",30.47,"CUS-2505971401",2018-10-26 04:33:42
"1","ACC-4258502723","SALES-POS","Kimberly",4726.81,2018-10-26,"F",24,"Elsternwick","VIC",6.4,"CUS-3378712515",2018-10-26 05:13:19
"0","ACC-1799207998","POS","Susan",10555.43,2018-10-26,"F",20,"Saint Ives","NSW",21.62,"CUS-164374203",2018-10-26 07:02:29
"1","ACC-3536132544","POS","Heather",8335.32,2018-10-26,"F",41,"Greensborough","VIC",38.87,"CUS-2348881191",2018-10-26 07:44:09
"1","ACC-1973887809","POS","Antonio",8428.03,2018-10-26,"M",26,"Nedlands","WA",106.28,"CUS-1646621553",2018-10-26 08:04:01
"1","ACC-4274272854","SALES-POS","Timothy",9837.2,2018-10-26,"M",20,"Essendon Fields","VIC",26.88,"CUS-2484453271",2018-10-26 08:10:31
"1","ACC-3100725361","SALES-POS","Ronald",4645.79,2018-10-26,"M",25,"Cobram","VIC",29.05,"CUS-2178051368",2018-10-26 08:17:00
"1","ACC-2249586092","SALES-POS","Edward",12239.8,2018-10-26,"M",19,"Hillarys","WA",8.32,"CUS-443776336",2018-10-26 08:23:30
"0","ACC-3536132544","SALES-POS","Heather",8312.95,2018-10-26,"F",41,"Laverton North","VIC",22.37,"CUS-2348881191",2018-10-26 08:29:59
"1","ACC-1516130869","SALES-POS","Jessica",2964.74,2018-10-26,"F",21,"Jingili","NT",13.16,"CUS-325142416",2018-10-26 08:36:29
"0","ACC-37709441","SALES-POS","Charles",20079.87,2018-10-26,"M",18,"Surfers Paradise","QLD",50.08,"CUS-3336454548",2018-10-26 08:42:59
"1","ACC-2249586092","POS","Edward",12233.67,2018-10-26,"M",19,"Murdoch","WA",6.13,"CUS-443776336",2018-10-26 08:49:28
"1","ACC-964839203","SALES-POS","Michael",41110.72,2018-10-26,"M",21,"Camberwell","VIC",21.74,"CUS-2059096722",2018-10-26 08:55:58
"0","ACC-1799207998","POS","Susan",10534.46,2018-10-26,"F",20,"Castle Hill","NSW",20.97,"CUS-164374203",2018-10-26 09:01:52
"1","ACC-1598451071","POS","Diana",1916.2,2018-10-26,"F",26,"Southport","QLD",8.12,"CUS-2487424745",2018-10-26 09:06:47
"0","ACC-240804743","SALES-POS","Kenneth",20658.32,2018-10-26,"M",29,"Kalgoorlie","WA",34.07,"CUS-261674136",2018-10-26 09:11:43
"1","ACC-2528867619","POS","Abigail",19275.36,2018-10-26,"F",40,"Gundagai","NSW",11.52,"CUS-2505971401",2018-10-26 09:16:39
"1","ACC-1222300524","POS","Michael",2254.13,2018-10-26,"M",38,"Liverpool","NSW",9.39,"CUS-2142601169",2018-10-26 09:21:34
"0","ACC-1496451953","SALES-POS","Ricky",22301.76,2018-10-26,"M",43,"Ascot Vale","VIC",11.5,"CUS-3142625864",2018-10-26 09:26:30
"1","ACC-574997646","POS","Mackenzie",6506.74,2018-10-26,"F",18,"Eastgardens","NSW",12.98,"CUS-586638664",2018-10-26 09:31:25
"0","ACC-3233697971","SALES-POS","Robin",14164.59,2018-10-26,"F",34,"Ringwood","VIC",39.05,"CUS-1147642491",2018-10-26 09:36:21
"0","ACC-1598451071","SALES-POS","Diana",1898.77,2018-10-26,"F",26,"Southport","QLD",17.43,"CUS-2487424745",2018-10-26 09:41:16
"0","ACC-4258502723","POS","Kimberly",4713.26,2018-10-26,"F",24,"Epping","VIC",13.55,"CUS-3378712515",2018-10-26 09:46:12
"1","ACC-80388494","POS","Dustin",7087.97,2018-10-26,"M",28,"Docklands","VIC",12.53,"CUS-1140341822",2018-10-26 09:51:07
"0","ACC-4258502723","POS","Kimberly",4695.05,2018-10-26,"F",24,"Greensborough","VIC",18.21,"CUS-3378712515",2018-10-26 09:56:03
"0","ACC-2674800293","POS","Elizabeth",29436.89,2018-10-26,"F",50,"Geraldton","WA",8.53,"CUS-2977593493",2018-10-26 10:04:32
"1","ACC-2153562714","POS","Linda",9594.74,2018-10-26,"F",24,"Ceduna","SA",13.6,"CUS-423725039",2018-10-26 10:27:16
"1","ACC-1598451071","POS","Diana",1887.86,2018-10-26,"F",26,"Robina","QLD",10.91,"CUS-2487424745",2018-10-26 10:49:59
"1","ACC-1598451071","POS","Diana",1878.21,2018-10-26,"F",26,"Southport","QLD",9.65,"CUS-2487424745",2018-10-26 11:04:49
"1","ACC-1598451071","SALES-POS","Diana",1872.61,2018-10-26,"F",26,"Coomera","QLD",5.6,"CUS-2487424745",2018-10-26 11:13:26
"1","ACC-966140392","POS","Joseph",9797.16,2018-10-26,"M",21,"Mulgrave","VIC",15.67,"CUS-537508723",2018-10-26 11:22:04
"1","ACC-2249586092","SALES-POS","Edward",12228.95,2018-10-26,"M",19,"Ceduna","SA",4.72,"CUS-443776336",2018-10-26 11:30:41
"1","ACC-2528867619","POS","Abigail",19266.89,2018-10-26,"F",40,"Glenelg","SA",8.47,"CUS-2505971401",2018-10-26 11:39:18
"1","ACC-966140392","SALES-POS","Joseph",9782.31,2018-10-26,"M",21,"Melbourne","VIC",14.85,"CUS-537508723",2018-10-26 11:47:55
"1","ACC-966140392","POS","Joseph",9771.43,2018-10-26,"M",21,"Box Hill","VIC",10.88,"CUS-537508723",2018-10-26 11:56:33
"1","ACC-2776252858","POS","Kristin",9744.21,2018-10-26,"F",43,"Chadstone","VIC",25.1,"CUS-4123612273",2018-10-26 12:10:54
"1","ACC-3084464802","POS","Susan",10544.78,2018-10-26,"F",19,"Brunswick East","VIC",18.17,"CUS-1928710999",2018-10-26 12:29:05
"1","ACC-1443681913","SALES-POS","Ryan",5191.86,2018-10-26,"M",31,"Petersham","NSW",24.04,"CUS-3129499595",2018-10-26 12:47:16
"1","ACC-1598451071","SALES-POS","Diana",1652.23,2018-10-26,"F",26,"Brisbane City","QLD",220.38,"CUS-2487424745",2018-10-26 13:05:39
"0","ACC-354106658","POS","Christine",23460.09,2018-10-26,"F",39,"Wetherill Park","NSW",46.29,"CUS-2376382098",2018-10-26 13:24:31
"1","ACC-2776252858","SALES-POS","Kristin",9721.93,2018-10-26,"F",43,"Ascot Vale","VIC",22.28,"CUS-4123612273",2018-10-26 13:43:23
"1","ACC-2890243754","SALES-POS","Joseph",2624.85,2018-10-26,"M",37,"Carrara","QLD",55.55,"CUS-2695611575",2018-10-26 14:01:02
"1","ACC-2776252858","POS","Kristin",9491.06,2018-10-26,"F",43,"Lilydale","VIC",230.87,"CUS-4123612273",2018-10-26 14:09:39
"1","ACC-1890605467","SALES-POS","Alexander",22045.43,2018-10-26,"M",38,"Moonee Ponds","VIC",34.34,"CUS-1478398256",2018-10-26 14:18:16
"1","ACC-2776252858","SALES-POS","Kristin",9485.37,2018-10-26,"F",43,"Burnside","VIC",5.69,"CUS-4123612273",2018-10-26 14:26:53
"1","ACC-1799207998","SALES-POS","Susan",10512.74,2018-10-26,"F",20,"Kojonup","WA",21.72,"CUS-164374203",2018-10-26 14:35:31
"0","ACC-2776252858","SALES-POS","Kristin",9458.11,2018-10-26,"F",43,"Millicent","SA",27.26,"CUS-4123612273",2018-10-26 14:44:08
"1","ACC-2776252858","POS","Kristin",9424.83,2018-10-26,"F",43,"Chirnside Park","VIC",33.28,"CUS-4123612273",2018-10-26 14:52:45
"1","ACC-3689607373","SALES-POS","Virginia",9055.2,2018-10-26,"F",20,"Ashby","WA",12.87,"CUS-127297539",2018-10-26 15:01:34
"1","ACC-1799207998","SALES-POS","Susan",10502.58,2018-10-26,"F",20,"Parramatta","NSW",10.16,"CUS-164374203",2018-10-26 15:11:22
"1","ACC-3879258709","POS","Natasha",205123.51,2018-10-26,"F",40,"Mill Park","VIC",41.98,"CUS-527400765",2018-10-26 15:21:10
"1","ACC-3689607373","SALES-POS","Virginia",9045.08,2018-10-26,"F",20,"Joondalup","WA",10.12,"CUS-127297539",2018-10-26 15:30:58
"1","ACC-2776252858","POS","Kristin",9378.8,2018-10-26,"F",43,"Maribyrnong","VIC",46.03,"CUS-4123612273",2018-10-26 15:40:47
"1","ACC-1344825761","POS","Sarah",24282.79,2018-10-26,"F",46,"Sydney","NSW",24.62,"CUS-1499065773",2018-10-26 15:50:35
"0","ACC-1222300524","SALES-POS","Michael",2230.2,2018-10-26,"M",38,"Kadina","SA",23.93,"CUS-2142601169",2018-10-26 16:00:40
"1","ACC-2776252858","SALES-POS","Kristin",9327.38,2018-10-26,"F",43,"Mount Gambier","SA",51.42,"CUS-4123612273",2018-10-26 16:17:37
"1","ACC-3100725361","POS","Ronald",10737.7,2018-10-26,"M",25,"Ripponlea","VIC",15.32,"CUS-2178051368",2018-10-26 16:34:34
"1","ACC-2776252858","POS","Kristin",9296.53,2018-10-26,"F",43,"Doncaster","VIC",30.85,"CUS-4123612273",2018-10-26 16:51:31
"1","ACC-3941181087","POS","Paul",14289.08,2018-10-26,"M",25,"Karrinyup","WA",30.82,"CUS-3989008654",2018-10-26 17:05:09
"1","ACC-1443681913","SALES-POS","Ryan",5174.2,2018-10-26,"M",31,"Marrickville","NSW",17.66,"CUS-3129499595",2018-10-26 17:15:27
"0","ACC-2776252858","POS","Kristin",9283.55,2018-10-26,"F",43,"Melbourne","VIC",12.98,"CUS-4123612273",2018-10-26 17:25:46
"1","ACC-2673069055","SALES-POS","Richard",13175.2,2018-10-26,"M",24,"Chermside","QLD",22.58,"CUS-51506836",2018-10-26 17:36:04
"1","ACC-1903037542","POS","Jeffrey",5575.83,2018-10-26,"M",30,"Wakerley","QLD",67.49,"CUS-860700529",2018-10-26 17:46:23
"1","ACC-4258502723","SALES-POS","Kimberly",4667.42,2018-10-26,"F",24,"Castle Hill","NSW",27.63,"CUS-3378712515",2018-10-26 17:56:42
"0","ACC-3771436525","SALES-POS","Derek",7715.79,2018-10-26,"M",20,"Brunswick West","VIC",31.5,"CUS-3325710106",2018-10-26 18:15:06
"1","ACC-3689607373","SALES-POS","Virginia",9038.86,2018-10-26,"F",20,"Mandurah","WA",6.22,"CUS-127297539",2018-10-26 18:37:19
"1","ACC-2776252858","SALES-POS","Kristin",9237.09,2018-10-26,"F",43,"Melbourne","VIC",46.46,"CUS-4123612273",2018-10-26 18:59:33
"1","ACC-1598451071","SALES-POS","Diana",1637.04,2018-10-26,"F",26,"Oxenford","QLD",15.19,"CUS-2487424745",2018-10-26 19:09:47
"1","ACC-1349834573","POS","Matthew",18499.41,2018-10-26,"M",39,"Melbourne","VIC",9.07,"CUS-1790886359",2018-10-26 19:19:47
"1","ACC-3879258709","SALES-POS","Natasha",205103.06,2018-10-26,"F",40,"Broadmeadows","VIC",20.45,"CUS-527400765",2018-10-26 19:29:47
"0","ACC-1443681913","SALES-POS","Ryan",5149.76,2018-10-26,"M",31,"Harris Park","NSW",24.44,"CUS-3129499595",2018-10-26 19:39:47
"1","ACC-1598451071","POS","Diana",1621,2018-10-26,"F",26,"Southport","QLD",16.04,"CUS-2487424745",2018-10-26 19:49:47
"1","ACC-2776252858","POS","Kristin",9220.12,2018-10-26,"F",43,"South Melbourne","VIC",16.97,"CUS-4123612273",2018-10-26 19:59:47
"1","ACC-559365433","POS","Mary",4656.81,2018-10-26,"F",64,"Tolland","NSW",14.51,"CUS-1654129794",2018-10-26 20:12:43
"1","ACC-1222300524","POS","Michael",2152.41,2018-10-26,"M",38,"Sydney","NSW",77.79,"CUS-2142601169",2018-10-26 20:25:42
"1","ACC-2776252858","SALES-POS","Kristin",9074.58,2018-10-26,"F",43,"Chadstone","VIC",145.54,"CUS-4123612273",2018-10-26 20:38:42
"1","ACC-2673069055","POS","Richard",13167.68,2018-10-26,"M",24,"Toowoomba","QLD",7.52,"CUS-51506836",2018-10-26 20:51:41
"1","ACC-1496451953","SALES-POS","Ricky",22279.57,2018-10-26,"M",43,"Brunswick West","VIC",22.19,"CUS-3142625864",2018-10-26 21:02:58
"1","ACC-2776252858","POS","Kristin",9031.76,2018-10-26,"F",43,"Chadstone","VIC",42.82,"CUS-4123612273",2018-10-26 21:11:14
"1","ACC-3084464802","POS","Susan",10504.83,2018-10-26,"F",19,"Forest Hill","VIC",39.95,"CUS-1928710999",2018-10-26 21:19:30
"1","ACC-240804743","POS","Kenneth",20642.24,2018-10-26,"M",29,"Boggabri","NSW",16.08,"CUS-261674136",2018-10-26 21:27:46
"1","ACC-1799207998","SALES-POS","Susan",10473.73,2018-10-26,"F",20,"Greystanes","NSW",28.85,"CUS-164374203",2018-10-26 21:36:01
"1","ACC-1344825761","POS","Sarah",24236.23,2018-10-26,"F",46,"Roselands","NSW",46.56,"CUS-1499065773",2018-10-26 21:44:17
"1","ACC-1799207998","POS","Susan",10452.81,2018-10-26,"F",20,"Balcatta","WA",20.92,"CUS-164374203",2018-10-26 21:52:33
"0","ACC-1349834573","SALES-POS","Matthew",18452.91,2018-10-26,"M",39,"Richmond","VIC",46.5,"CUS-1790886359",2018-10-26 22:01:57
"0","ACC-1222300524","SALES-POS","Michael",2139.28,2018-10-26,"M",38,"Southbank","VIC",13.13,"CUS-2142601169",2018-10-26 22:21:34
"1","ACC-414431115","SALES-POS","Amy",6949.09,2018-10-26,"F",43,"Maryborough","VIC",21.55,"CUS-2599279756",2018-10-26 22:41:10
"1","ACC-2528867619","POS","Abigail",21200.84,2018-10-26,"F",40,"Bomaderry","NSW",12.62,"CUS-2505971401",2018-10-26 23:00:47
"1","ACC-2528867619","SALES-POS","Abigail",21190.14,2018-10-26,"F",40,"Brighton","SA",10.7,"CUS-2505971401",2018-10-26 23:20:23
"1","ACC-354106658","POS","Christine",23429.39,2018-10-26,"F",39,"Darlinghurst","NSW",30.7,"CUS-2376382098",2018-10-26 23:39:59
